Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
1452,18/12/2012,2,14,28,50,57,58,37411840,0, , ,0,60,"36504,89",5878,"532,32",SIM,"37175930,17",41000000,"54807489,15"
1453,20/12/2012,6,13,25,32,47,57,51704394,0, , ,0,282,"10734,25",14237,"303,74",SIM,"42752088,24",48000000,"55604083,17"
1454,22/12/2012,4,27,29,41,48,52,58744064,0, , ,0,144,"23883,32",11007,"446,36",SIM,"122411671,25",230000000,"122411671,25"
1455,31/12/2012,14,32,33,36,41,52,640548924,3,APARECIDA DE GOIÂNIA ,GO ,"81594699,72",1368,"27413,18",113258,"473,01",NÃO,0,2500000,0
,,,,,,,,,,FRANCA ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1456,02/01/2013,6,8,14,26,36,40,12180490,0, , ,0,24,"29713,02",2685,"379,41",SIM,"1313627,95",3500000,"187661,16"
1457,05/01/2013,15,16,34,42,46,59,30743352,0, , ,0,96,"18748,79",6867,"374,43",SIM,"4629202,83",7500000,"661314,73"
1458,09/01/2013,2,4,16,33,44,51,35151968,0, , ,0,134,"15358,12",9515,"308,98",SIM,"8420233,24",13000000,"1202890,51"
1459,12/01/2013,2,6,30,34,35,52,44748336,1,LAGES ,SC ,"13246202,09",147,"17821,85",11563,"323,66",NÃO,0,13000000,"1892314,64"
1460,16/01/2013,4,14,27,38,50,52,36815066,0, , ,0,103,"20925,78",7074,"435,26",SIM,"12296574,51",17000000,"2459513,28"
1461,19/01/2013,31,36,44,47,49,54,45787974,0, , ,0,99,"27077,55",6683,"573,02",SIM,"17234665,08",23000000,"3164954,8"
1462,23/01/2013,5,9,25,27,38,40,48551594,1,SÃO PAULO ,SP ,"22470803,48",392,"7251,21",12264,"331,1",NÃO,0,2000000,"3912974,58"
1463,26/01/2013,13,22,28,29,40,48,27723126,0, , ,0,46,"35283,98",4520,"512,97",SIM,"2989852,91",6000000,"4340096,43"
1464,30/01/2013,2,24,32,50,54,59,30500016,0, , ,0,76,"23495,23",5570,"457,97",SIM,"19117004,46",25000000,4810001
1465,02/02/2013,6,11,16,26,44,53,46555048,0, , ,0,117,"23295,61",7939,"490,45",SIM,"24137821,57",30000000,"5527260,6"
1466,06/02/2013,4,6,13,34,37,51,53181258,1,RIO DE JANEIRO ,RJ ,"29873254,83",213,"14617,47",15287,"290,95",NÃO,0,3000000,"6346608,23"
1467,09/02/2013,23,24,26,41,52,53,28717388,1,CONTAGEM ,MG ,"3097080,96",75,"22416,97",3925,"611,92",NÃO,0,1500000,"6789048,38"
1468,13/02/2013,1,2,10,19,20,37,14302608,1,VOLTA REDONDA ,RJ ,"1542491,77",179,"4677,95",6493,"184,23",NÃO,0,2000000,"7009404,35"
1469,16/02/2013,4,13,35,54,56,58,27317922,0, , ,0,105,"15231,81",6920,"330,16",SIM,"14475394,97",19000000,"7430283,35"
1470,20/02/2013,2,34,36,38,51,55,40807202,2,IÚNA ,ES ,"9438162,39",172,"13889,98",9203,"370,85",NÃO,0,3000000,"8058987,62"
,,,,,,,,,,CÓRREGO NOVO ,MG ,,,,,,,,,
1471,23/02/2013,10,25,33,36,40,58,27924488,0, , ,0,92,"17770,13",5159,"452,7",SIM,"3011569,17",6500000,"8489211,81"
1472,27/02/2013,12,18,23,25,45,50,30118576,0, , ,0,130,"13563,89",7002,"359,75",SIM,"6259763,9",10000000,"8953239,64"
1473,02/03/2013,2,12,33,57,58,60,38088322,0, , ,0,121,"18428,91",8300,"383,8",SIM,"10367470,95",15000000,"9540054,94"
1474,06/03/2013,1,2,3,11,28,43,40567716,1,ALTO PARNAÍBA ,MA ,"14742572,93",158,"15031,99",11838,"286,61",NÃO,0,16000000,"10165069,53"
1475,09/03/2013,12,13,37,44,48,51,38445112,1,COTIA ,SP ,"16179244,6",111,"20277,36",9065,"354,7",NÃO,0,3000000,"10757381,79"
1476,13/03/2013,4,10,26,37,47,57,25578566,0, , ,0,58,"25819,12",4681,"457,01",SIM,"2758568,78",7000000,"11151463,06"
1477,16/03/2013,3,4,46,50,56,59,33215034,0, , ,0,58,"33527,4",4036,"688,3",SIM,"6340706,88",10000000,"11663197,09"
1478,20/03/2013,10,27,37,40,47,55,34163442,0, , ,0,56,"35716,33",4924,"580,28",SIM,"10025127,83",15000000,"12189542,95"
1479,23/03/2013,21,48,50,54,57,60,40879372,0, , ,0,59,"40564,43",5006,"682,98",SIM,"26112714,84",32000000,"12819359,12"
1480,27/03/2013,9,14,21,26,36,52,51049112,1,TERESÓPOLIS ,RJ ,"31618202,79",151,"19792,67",11395,"374,68",NÃO,0,2500000,"13605857,42"
1481,30/03/2013,17,27,28,40,44,55,22104474,0, , ,0,46,"28132,97",3154,"586,15",SIM,"2383898,76",5200000,"13946414,38"
1482,03/04/2013,6,9,11,34,41,53,28043090,0, , ,0,79,"20782,22",5433,"431,69",SIM,"5408258,78",9000000,"14378465,82"
1483,06/04/2013,1,35,39,53,55,56,35080218,0, , ,0,53,"38750,7",4817,"609,08",SIM,"9191551,17",13000000,"14918936,18"
1484,10/04/2013,17,20,24,29,49,53,37284786,0, , ,0,85,"25680,65",7114,"438,34",SIM,"24978254,24",30000000,"15493371,66"
1485,13/04/2013,4,27,30,36,54,59,52780898,0, , ,0,212,"14575,86",12408,"355,77",SIM,"30670509,92",37000000,"16306551,06"
1486,17/04/2013,1,6,10,34,40,54,59964778,1,LONDRINA ,PR ,"37137524,71",174,"20176,24",12128,"413,52",NÃO,0,2500000,"17230410,34"
1487,20/04/2013,4,9,17,23,28,53,27266336,0, , ,0,198,"8062,23",9593,"237,72",SIM,"2940589,52",6500000,"17650494,57"
1488,24/04/2013,4,22,25,38,45,51,29223638,1,HORTOLÂNDIA ,SP ,"6092267,98",144,"11881,33",7105,344,NÃO,0,2800000,"18100734,36"
1489,27/04/2013,1,15,24,26,28,48,26586222,1,CAMPO GRANDE ,MS ,"2867241,35",86,"18098,87",5462,"407,09",NÃO,0,17000000,"18510340,29"
1490,02/05/2013,1,3,31,32,43,52,33584654,0, , ,0,73,"26934,64",4902,"573,01",SIM,"16896662,04",20500000,"19027768,93"
1491,04/05/2013,6,26,45,50,56,60,39743064,0, , ,0,74,"31442,92",5450,"609,9",SIM,"21182827,87",25000000,"19640078,34"
1492,08/05/2013,4,9,18,44,46,48,48938634,1,NEPOMUCENO ,MG ,"26460707,33",232,"12349,72",12719,"321,8",NÃO,0,2400000,"20394061,14"
1493,11/05/2013,7,12,24,27,30,49,27293590,2,SALVADOR ,BA ,"1471764,39",137,"11663,62",9075,"251,54",NÃO,0,2500000,"20814565,27"
,,,,,,,,,,CAMPINAS ,SP ,,,,,,,,,
1494,15/05/2013,2,14,24,28,35,50,23860410,0, , ,0,68,"20542,92",5746,"347,3",SIM,"14329345,31",19000000,"21182175,42"
1495,18/05/2013,4,13,14,44,49,57,40412652,0, , ,0,140,"16899,84",9828,"343,91",SIM,"18687724,13",24000000,"21804800,99"
1496,22/05/2013,14,18,28,41,47,54,46072184,0, , ,0,106,"25446,39",8337,"462,19",SIM,"23656465,87",29000000,"22514621,25"
1497,25/05/2013,4,5,7,27,45,58,50296330,0, , ,0,252,"11685,01",17540,"239,82",SIM,"29080768,61",34500000,"23289521,66"
1498,29/05/2013,6,11,27,40,46,49,59252370,0, , ,0,237,"14636,95",14820,"334,38",SIM,"35470952,42",43000000,"24202405,07"
1499,01/06/2013,8,22,26,33,37,54,70151904,1,PEDRA PRETA ,MT ,"43036617,07",295,"13922,29",18276,"321,03",NÃO,0,22000000,"25283214,32"
1500,05/06/2013,10,18,31,43,57,59,42334170,1,MIRANTE DO PARANAPANEMA ,SP ,"22610179,37",81,"30598,43",7055,"501,86",NÃO,0,3000000,"25935444,12"
1501,08/06/2013,1,7,13,29,37,54,29159100,1,Uruara ,PA ,"3144718,24",238,"7172,83",11210,"217,55",NÃO,0,3000000,"26384689,6"
1502,12/06/2013,6,22,43,51,52,57,25980254,0, , ,0,48,"31688,04",3580,"606,95",SIM,"2801889,58",6000000,"26784959,56"
1503,15/06/2013,3,4,16,22,36,42,31145306,0, , ,0,111,"16427,17",8448,"308,34",SIM,"6160813,94",10000000,"27264805,91"
1504,19/06/2013,2,10,12,30,41,42,31656794,0, , ,0,74,"25045,42",5957,"444,46",SIM,"20439900,82",25000000,"27752532,6"
1505,22/06/2013,1,2,6,9,16,32,41112500,0, , ,0,263,"9151,9",15199,"226,23",SIM,"24873756,07",29500000,"28385940,5"
1506,26/06/2013,3,14,18,34,42,49,42530682,0, , ,0,182,"13681,2",10892,"326,58",SIM,"29460557,82",35000000,"29041197,91"
1507,29/06/2013,24,46,50,51,52,56,54475754,0, , ,0,93,"34293,63",7021,"648,93",SIM,"35335598,46",42000000,"29880489,43"
1508,03/07/2013,17,18,30,35,39,58,64928654,2,TERESÓPOLIS ,RJ ,"21168975,92",115,"33054,59",10276,"528,45",NÃO,0,2500000,"30880825,64"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1509,06/07/2013,1,6,27,46,51,59,27417412,0, , ,0,71,"22607,95",5633,"407,08",SIM,"18579983,72",22000000,"31303237,45"
1510,10/07/2013,1,8,17,44,46,53,40363448,1,PONTA GROSSA ,PR ,"22933056,04",95,"24874,7",9101,"370,93",NÃO,0,2700000,"31925104,94"
1511,13/07/2013,4,8,17,29,31,45,28011126,0, , ,0,138,"11883,51",7658,"305,92",SIM,"3020912,81",6500000,"32356663,93"
1512,17/07/2013,11,28,35,42,46,58,30521036,0, , ,0,94,"19009,23",5874,"434,57",SIM,"6312511,6",10000000,"32826892,34"
1513,20/07/2013,17,28,31,56,57,58,35776730,0, , ,0,44,"47603,75",4837,"618,61",SIM,"10170920,65",14500000,"33378093,65"
1514,24/07/2013,16,17,23,42,59,60,36074146,1,TOLEDO ,PR ,"14061405,08",66,"31999,66",6219,"485,14",NÃO,0,14000000,"33933877,16"
1515,27/07/2013,4,13,14,18,49,59,33619702,1,SAPUCAIA DO SUL ,RS ,"15200594,63",111,"17732,26",8567,"328,21",NÃO,0,2500000,"34451845,8"
1516,31/07/2013,4,18,20,34,45,60,23933796,1,NOVO PROGRESSO ,PA ,"2581185,45",56,"25021,69",3946,"507,28",NÃO,0,2500000,"34820586,59"
1517,03/08/2013,7,17,38,45,52,56,26348906,0, , ,0,60,"25710,14",5366,"410,68",SIM,"2841647,55",6000000,"35226536,24"
1518,06/08/2013,8,9,28,41,48,55,17340232,0, , ,0,28,"36256,85",2892,"501,47",SIM,"4711737,63",6700000,"35493691,99"
1519,08/08/2013,5,6,15,23,56,59,26494284,0, , ,0,72,"21543,33",5886,"376,46",SIM,"16228282,25",21000000,"35901881,44"
1520,10/08/2013,7,31,35,36,46,48,39252254,0, , ,0,43,"53442,81",5886,"557,74",SIM,"20461515,75",25000000,"36506629,1"
1521,14/08/2013,11,14,18,30,33,39,44992102,1,NOVA IGUAÇU ,RJ ,25313774,134,"19657,33",9266,"406,1",NÃO,0,2500000,"37199808,87"
1522,17/08/2013,5,8,23,32,33,56,26124950,0, , ,0,93,"16446,2",6765,"322,98",SIM,"2817494,59",6000000,"37602308,11"
1523,21/08/2013,22,25,31,39,41,44,29014322,0, , ,0,61,"27846,83",4254,"570,44",SIM,"5946598,97",9500000,"38049323,03"
1524,24/08/2013,2,12,40,46,52,53,34940408,0, , ,0,53,"38596,27",4637,"630,21",SIM,"21532147,87",26000000,"38587639,37"
1525,28/08/2013,2,26,30,35,46,54,42186772,0, , ,0,67,"36863,34",6260,"563,63",SIM,"26081860,01",32000000,"39237598,27"
1526,31/08/2013,10,16,28,47,51,59,52522740,1,SÃO PAULO ,SP ,"31746274,15",149,"20637,37",10735,"409,2",NÃO,0,2500000,"40046800,31"
1527,04/09/2013,16,32,36,42,44,48,23361580,0, , ,0,92,"14866,46",5439,"359,23",SIM,"2519473,73",5200000,"40406725,15"
1528,06/09/2013,4,13,15,19,36,58,21722580,0, , ,0,101,"12591,67",7347,"247,28",SIM,"4862186,4",7500000,"40741398,4"
1529,11/09/2013,11,15,17,34,35,49,30435704,1,CAMPINA GRANDE DO SUL ,PR ,"8144582,4",75,"23758,3",6622,"384,4",NÃO,0,15000000,"41210312,13"
1530,14/09/2013,10,16,28,33,48,53,37650804,2,GUARULHOS ,SP ,"7800140,92",138,"15973,07",9644,"326,52",NÃO,0,2500000,"41790386,73"
,,,,,,,,,,Ribeirão Preto ,SP ,,,,,,,,,
1531,18/09/2013,12,13,24,41,42,44,23570024,0, , ,0,108,"12777,02",5944,"331,64",SIM,"2541953,77",5500000,42153523
1532,21/09/2013,2,11,23,31,42,44,30240050,3,PONTA PORÃ ,MS ,"1934416,36",91,"19455,14",5676,"445,58",NÃO,0,2500000,"42619422,34"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1533,25/09/2013,13,21,29,34,47,57,22933224,0, , ,0,89,"15085,8",5659,"338,93",SIM,"2473276,87",5200000,"42972747,62"
1534,28/09/2013,1,12,28,29,34,48,30240480,1,ITALVA ,RJ ,"5734618,57",89,"19892,61",6196,"408,19",NÃO,0,12300000,"43438653,59"
1535,02/10/2013,8,9,25,41,54,55,33122518,0, , ,0,63,"30780,52",6058,"457,28",SIM,"13376862,66",17000000,"43948962,26"
1536,05/10/2013,13,18,29,32,50,58,41562606,0, , ,0,89,"27340,47",7408,"469,24",SIM,"17859260,43",23000000,"44589304,81"
1537,09/10/2013,6,10,33,50,51,56,49821730,1,VITÓRIA ,ES ,"23232379,04",209,"13956,16",11870,"351,04",NÃO,0,2500000,"45356893,2"
1538,11/10/2013,23,27,35,52,53,57,20060470,1,RIBEIRÃOZINHO ,MT ,"2163459,28",132,"8897,35",5238,"320,31",NÃO,0,2500000,"45665958,83"
1539,16/10/2013,8,10,20,26,49,58,24673116,0, , ,0,53,"27254,69",4366,"472,64",SIM,"14133639,1",17500000,"46046090,11"
1540,19/10/2013,3,17,27,32,47,54,42597696,0, , ,0,299,"8340,81",14429,"246,91",SIM,"18727668,11",23000000,"46702379,98"
1541,23/10/2013,5,24,37,44,49,58,46061530,0, , ,0,205,"13154,6",12026,"320,34",SIM,"23695260,85",29000000,"47412036,1"
1542,26/10/2013,7,11,12,30,39,57,54891958,0, , ,0,154,"20868,02",11783,"389,62",SIM,"29615187,77",37000000,"48257739,96"
1543,30/10/2013,7,15,20,23,30,41,66433014,0, , ,0,182,"21370,06",13138,"422,91",SIM,"36779781,7",45000000,"49281253,4"
1544,01/11/2013,2,21,30,35,45,50,69125452,0, , ,0,152,"26624,88",10385,"556,7",SIM,"63155442,89",75000000,"50346248,42"
1545,06/11/2013,4,6,11,24,45,48,160817482,1,MAUÁ ,SP ,"80499108,16",680,"13845,79",45410,"296,19",NÃO,0,2800000,"52823914,9"
1546,09/11/2013,4,17,38,44,53,60,29649502,0, , ,0,100,"17358,44",6673,"371,61",SIM,"3197606,56",6500000,"53280715,85"
1547,13/11/2013,2,9,10,18,21,28,34028022,1,RECIFE ,PE ,"6867422,89",227,"8776,15",11559,"246,21",NÃO,0,2500000,"53804975,33"
1548,16/11/2013,19,41,42,44,47,54,23856610,0, , ,0,45,"31037,69",3429,"581,88",SIM,"2572861,18",5700000,"54172526,94"
1549,20/11/2013,10,12,16,20,32,53,29671098,1,LONDRINA ,PR ,"5772796,8",66,"26319,82",6564,"378,05",NÃO,0,23000000,"54629660,61"
1550,23/11/2013,9,13,21,27,36,56,44393694,1,MONTANHA ,ES ,"23634735,21",229,"11349,56",14109,"263,16",NÃO,0,2500000,"55313620,88"
1551,27/11/2013,2,15,19,21,23,38,26151116,1,BOA VISTA ,RR ,"2820316,51",131,"11687,25",7631,"286,61",NÃO,0,3000000,"55716523,25"
1552,30/11/2013,7,18,24,26,39,46,28534554,0, , ,0,122,"13693,19",7839,"304,44",SIM,"3077362,89",6500000,"56156146,53"
1553,04/12/2013,20,21,22,29,46,60,32051102,0, , ,0,48,"39092,63",3788,"707,66",SIM,"6533974,54",11000000,"56649948,22"
1554,07/12/2013,30,32,49,50,52,53,38711366,0, , ,0,60,"37772,91",4098,"790,06",SIM,"22222363,27",27500000,"57246362,58"
1555,11/12/2013,2,5,23,33,52,59,47898192,0, , ,0,167,"16791,74",13033,"307,37",SIM,"27388034,29",33000000,"57984315,6"
1556,14/12/2013,1,4,7,10,11,52,57443904,0, , ,0,549,"6125,83",26705,"179,9",SIM,"33583180,67",40000000,"58869336,52"
1557,17/12/2013,4,16,18,31,45,46,43305632,0, , ,0,123,"20612,58",8744,"414,21",SIM,"38253558,38",44000000,"59536533,35"
1558,19/12/2013,7,15,17,31,42,54,59235314,0, , ,0,186,"18644,94",11538,"429,38",SIM,"44641902,75",53000000,"60449153,98"
1559,21/12/2013,8,12,16,29,37,58,63511922,1,OLÍMPIA ,SP ,51491466,317,"11729,76",16431,"323,28",NÃO,0,200000000,"79825384,73"
1560,31/12/2013,20,30,36,38,47,53,758218978,4,MACEIÓ ,AL ,"56169465,02",1147,"38701,2",90376,"701,67",NÃO,0,1500000,0
,,,,,,,,,,TEOFILÂNDIA ,BA ,,,,,,,,,
,,,,,,,,,,CURITIBA ,PR ,,,,,,,,,
,,,,,,,,,,PALOTINA ,PR ,,,,,,,,,
1561,02/01/2014,23,26,28,54,55,60,8852704,0, , ,0,20,"25914,28",1669,"443,62",SIM,"954736,58",3000000,"136390,97"
1562,04/01/2014,10,12,23,37,47,51,22178488,0, , ,0,59,"22007,62",4384,"423,11",SIM,"3346617,51",5800000,"478088,26"
1563,09/01/2014,1,6,13,20,36,43,32694576,1,ARROIO GRANDE ,RS ,"6872625,83",202,"9475,83",10395,"263,05",NÃO,0,2500000,"981803,74"
1564,11/01/2014,25,38,44,46,53,54,29856274,1,RIO DE JANEIRO ,RJ ,"3219906,28",71,24619,5602,"445,74",NÃO,0,9000000,"1441790,38"
1565,15/01/2014,18,37,39,41,43,51,34421316,0, , ,0,52,"38754,07",5157,"558,24",SIM,"10056109,18",15000000,"1972109,22"
1566,18/01/2014,5,6,11,32,36,60,43906268,1,ITAGUAÍ ,RJ ,"14791263,61",133,"19327,16",8797,"417,43",NÃO,0,2500000,"2648559,87"
1567,22/01/2014,2,15,30,38,48,53,25417944,0, , ,0,59,"25222,12",4463,"476,33",SIM,"2741246,19",6000000,"3040166,48"
1568,25/01/2014,19,24,25,28,42,58,32116978,0, , ,0,103,"18255,37",7192,"373,49",SIM,"6204962,36",10000000,"3534983,09"
1569,29/01/2014,5,15,18,31,42,53,35375222,0, , ,0,81,"25568,62",6718,"440,4",SIM,"21628185,4",27000000,"4079998,49"
1570,01/02/2014,15,18,24,42,46,56,50851026,0, , ,0,225,"13231,54",11903,"357,3",SIM,"27112310,39",34000000,"4863444,93"
1571,05/02/2014,3,29,32,46,55,60,61530392,0, , ,0,176,"20467,75",11857,"434,02",SIM,"33748171,78",41000000,"5811425,14"
1572,08/02/2014,20,27,42,45,46,47,74221658,0, , ,0,93,"46724,09",11613,"534,54",SIM,"41752746,75",50000000,"6954935,86"
1573,12/02/2014,7,16,21,35,36,38,90658778,0, , ,0,230,"23076,78",19015,"398,75",SIM,"51530013,98",62000000,"8351688,34"
1574,15/02/2014,6,27,28,33,46,48,112259582,0, , ,0,459,"14318,71",29794,"315,12",SIM,"90042313,82",105000000,"10081237,88"
1575,19/02/2014,1,4,5,14,45,56,199000534,1,SANTA BÁRBARA DOESTE ,SP ,"111503902,49",709,"16432,41",42590,"390,78",NÃO,0,3000000,"13147179,13"
1576,22/02/2014,13,15,21,26,30,46,31962026,0, , ,0,88,21264,5886,"454,16",SIM,"3447005,08",7000000,"13639608,44"
1577,26/02/2014,11,14,25,32,51,59,38505670,1,RIO DE JANEIRO ,RJ ,"7599721,82",86,"26213,16",6004,"536,38",NÃO,0,2500000,"14232853,7"
1578,01/03/2014,3,6,30,37,53,56,30707654,0, , ,0,107,"16801,81",6347,"404,64",SIM,"3311724,97",5000000,"14705957,28"
1579,05/03/2014,25,34,40,49,51,60,18758424,0, , ,0,23,"47748,72",2180,"719,67",SIM,"26955151,45",33000000,"14994962,69"
1580,08/03/2014,1,6,14,17,33,36,61173162,2,RIO DE JANEIRO ,RJ ,"16776243,36",378,"9474,63",20400,"250,79",NÃO,0,2500000,"15937439,15"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1581,12/03/2014,14,15,25,30,31,34,28876606,0, , ,0,41,41234,4202,"574,75",SIM,"3114252,13",7000000,"16382332,33"
1582,15/03/2014,1,4,13,17,38,48,39218778,1,SÃO PAULO ,SP ,"7343875,35",125,"18368,65",10807,"303,51",NÃO,0,3000000,"16986564,23"
1583,19/03/2014,2,9,17,18,45,47,28248848,0, , ,0,130,"12721,86",7907,"298,8",SIM,"3046550,39",6500000,"17421785,73"
1584,22/03/2014,3,22,27,28,50,54,37223782,0, , ,0,97,"22466,84",7379,"421,9",SIM,"20262421,25",25000000,"17995281,33"
1585,26/03/2014,2,43,47,48,49,55,50415508,0, , ,0,103,"28656,3",8235,"512,03",SIM,"25699576,97",33000000,"18772017,88"
1586,29/03/2014,8,39,43,46,47,58,64188188,0, , ,0,150,"25052,84",10556,"508,57",SIM,"32622073,4",40000000,"19760945,96"
1587,02/04/2014,8,19,21,30,52,56,77113964,0, , ,0,179,"25221,63",12440,"518,45",SIM,"40938574,57",50000000,"20949017,56"
1588,05/04/2014,23,29,32,36,45,49,94071416,2,UBERLÂNDIA ,MG ,"25541942,1",353,"15601,86",21216,"370,84",NÃO,0,2500000,"22398347,52"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1589,09/04/2014,4,5,11,19,41,51,28925144,0, , ,0,87,"19464,78",7815,"309,55",SIM,"24453798,07",30000000,"22843988,51"
1590,12/04/2014,7,20,34,40,44,55,57663666,0, , ,0,89,"37931,98",8050,"599,1",SIM,"30672645,09",38000000,"23732395,24"
1591,16/04/2014,4,10,23,33,38,55,64477166,1,FIGUEIRÃO ,MS ,"37626306,9",278,"13578,58",16180,"333,29",NÃO,0,2000000,"24725775,52"
1592,19/04/2014,31,36,38,41,42,49,22560202,0, , ,0,23,"57425,97",2341,806,SIM,"2433047,61",5000000,"25073353,76"
1593,23/04/2014,4,9,17,18,21,38,26206082,1,RESTINGA ,SP ,"5259292,04",136,"11281,23",8689,"252,24",NÃO,0,3000000,"25477102,98"
1594,26/04/2014,6,7,8,23,43,53,29964214,0, , ,0,71,"24708,01",6341,"395,22",SIM,"16848508,95",22000000,"25938752,61"
1595,30/04/2014,2,5,8,42,46,59,47317026,2,RIBEIRÃO PRETO ,SP ,"10975751,52",236,"11738,12",12387,"319,48",NÃO,0,2000000,"26667751,78"
,,,,,,,,,,RIBEIRÃO PRETO ,SP ,,,,,,,,,
1596,03/05/2014,1,5,7,10,12,45,26213024,1,Curitiba ,PR ,"2826993,1",380,"4038,56",16970,"129,19",NÃO,0,3000000,"27071607,95"
1597,07/05/2014,5,10,16,44,50,52,28151542,0, , ,0,57,"28914,82",5638,"417,61",SIM,"3036056,24",7000000,"27505330,29"
1598,10/05/2014,29,31,36,42,47,53,36850340,0, , ,0,121,"17829,91",6776,"454,84",SIM,"7010250,78",12000000,"28073072,37"
1599,14/05/2014,3,10,15,35,36,58,"45177182,5",1,LOANDA ,PR ,"11882469,39",135,"19591,99",8922,"423,49",NÃO,0,18000000,"28769103,61"
1600,17/05/2014,9,23,32,35,46,57,"49128762,5",1,PETRÓPOLIS ,RJ ,"17751928,34",110,"26147,87",8443,"486,66",NÃO,0,2500000,"29526015,66"
1601,21/05/2014,8,10,24,45,56,60,"29281317,5",0, , ,0,90,"19047,65",5373,"455,79",SIM,"3157899,01",7000000,"29977144,11"
1602,24/05/2014,8,12,22,35,40,44,37687595,1,RIO DE JANEIRO ,RJ ,"7222388,9",69,"31977,36",6039,"521,94",NÃO,0,3000000,"30557785,55"
1603,28/05/2014,13,20,27,31,53,60,"27860697,5",0, , ,0,64,"25486,21",4652,"500,89",SIM,"3004689,56",7000000,"30987026,93"
1604,31/05/2014,2,21,24,27,40,51,37083880,0, , ,0,62,"35017,62",5333,"581,57",SIM,"19276829,6",25000000,"31558367,1"
1605,04/06/2014,9,19,21,30,31,42,51385750,0, , ,0,87,"34579,33",6694,"642,02",SIM,"24818622,91",32000000,"32350051,87"
1606,07/06/2014,1,15,37,42,46,54,62873125,1,MACAÍBA ,RN ,"31599293,88",101,"36444,91",9327,"563,79",NÃO,0,3000000,"33318719,17"
1607,11/06/2014,7,31,32,41,51,52,28443640,0, , ,0,91,"18299,4",2820,"843,58",SIM,"3067558,1",7000000,"33756941,77"
1608,14/06/2014,5,6,17,43,54,59,34318150,0, , ,0,79,"25432,55",5998,"478,53",SIM,"6768663,83",11000000,"34285671,16"
1609,18/06/2014,2,6,13,26,53,60,"35454782,5",0, , ,0,140,"14826,54",8573,"345,88",SIM,"24995950,53",30000000,"34831912,32"
1610,21/06/2014,1,4,9,35,36,53,"46116617,5",0, , ,0,173,"15606,46",9626,"400,68",SIM,"29969484,28",36000000,"35542417,17"
1611,25/06/2014,24,28,47,50,51,58,"53147042,5",0, , ,0,97,"32077,5",6367,"698,13",SIM,"35701227,5",43000000,"36361237,63"
1612,28/06/2014,6,13,17,36,42,51,"64669627,5",2,FEIRA DE SANTANA ,BA ,"21337822,84",261,"14506,18",16822,"321,52",NÃO,0,3000000,"37357583,11"
,,,,,,,,,,RIO DE JANEIRO ,RJ ,,,,,,,,,
1613,02/07/2014,4,18,31,44,46,49,28863410,0, , ,0,103,"16406,04",5801,"416,14",SIM,"3112828,98",7000000,"37802272,98"
1614,05/07/2014,14,17,21,27,43,49,35231515,1,SÃO PAULO ,SP ,"6912438,29",149,"13843,25",7458,"395,09",NÃO,0,20000000,"38345074,33"
1615,09/07/2014,5,20,26,31,33,44,"36732132,5",0, , ,0,71,"30288,72",5701,"538,87",SIM,"19419358,68",25000000,"38910995,23"
1616,12/07/2014,28,31,40,42,46,58,53955980,0, , ,0,185,"17075,01",6475,"696,93",SIM,"25238343,3",32000000,"39742278,76"
1617,16/07/2014,3,23,26,31,47,54,64104445,2,UBERLÂNDIA ,MG ,"16075904,16",265,"14162,36",13116,"408,77",NÃO,0,3000000,"40729916,63"
,,,,,,,,,,SANTO ANDRÉ ,SP ,,,,,,,,,
1618,19/07/2014,9,20,24,43,51,52,31533535,1,FLORESTA ,PR ,"3400793,67",32,"57692,04",3161,"834,34",NÃO,0,3000000,"41215744,32"
1619,23/07/2014,5,8,17,42,46,47,28901780,0, , ,0,92,"18392,04",7438,"324,98",SIM,"17707151,21",22000000,"41661025,35"
1620,26/07/2014,13,23,27,34,38,57,"49002217,5",0, , ,0,136,"21094,54",9539,"429,64",SIM,"22991887,94",28000000,"42415987,76"
1621,30/07/2014,10,22,24,38,39,49,58301500,1,PORTO ALEGRE ,RS ,"29279523,38",81,"42139,35",6823,"714,66",NÃO,0,3000000,"43314221,4"
1622,02/08/2014,4,5,7,21,45,53,32853480,0, , ,0,107,"17975,91",7833,"350,79",SIM,"3543145,63",6500000,"43820385,08"
1623,05/08/2014,33,43,49,50,56,59,"21984847,5",0, , ,0,28,"45968,32",1825,"1007,52",SIM,"5914143,04",10000000,"44159099,02"
1624,07/08/2014,2,27,32,41,47,58,35299480,0, , ,0,76,"27192,42",4576,"645,17",SIM,"23105539,15",28000000,"44702947,47"
